dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,431548.0,501432.0,594617.0,767632.0,867810.0,1362613.63,1797178.26,2121218.95,2280492.82,2500528.29,2628288.75,2832252.98,3145811.18,3514624.36,3895947.83,4067451.27,4260408.8,4818156.9
