dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,13998.0,16173.0,18927.0,24923.0,29087.0,19316.29,22046.87,25706.93,30479.35,34539.5,37511.49,41538.5,45309.44,48995.96,53496.09,51053.35,47822.86,59558.84
