dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,125809.0,116554.0,121306.0,124413.0,135671.0,157043.0,201727.0,238604.0,285446.0,310175.0,320246.0,338652.0,376761.0
