dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,55904.0,49589.0,51539.0,55152.0,57249.0,63262.0,71356.0,83687.0,85528.0,87256.0,91175.0,86974.0,91425.0
