dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,5256.9,4045.0,1211.9
geoId-VNM,31/12/2020,5118.7,3933.8,1211.9
geoId-VNM,31/12/2021,5112.1,3914.3,1197.8
