dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,7480.4,6053.9,1426.5
geoId-VNM,31/12/2020,7992.9,6375.4,1426.5
geoId-VNM,31/12/2021,8004.3,6366.9,1637.3
