dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,1679.8,477.6,1202.2
geoId-VNM,31/12/2020,908.6,163.8,1202.2
geoId-VNM,31/12/2021,877.9,157.7,720.2
