dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,3773.8,1885.5,1888.3
geoId-VNM,31/12/2020,3931.0,1996.9,1888.3
geoId-VNM,31/12/2021,3949.2,2014.4,1934.8
