dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,2060.4,500.7,1559.7
geoId-VNM,31/12/2020,1219.8,187.4,1559.7
geoId-VNM,31/12/2021,1191.0,183.0,1008.0
