dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,13.3,14.0,15.0,17.2,18.6,19.8,22.5,23.8,26.4,27.6,30.7,32.41,35.79,35.52
