dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,11.6,11.8,12.2,12.5,13.4,13.1,12.8,12.6,12.9,13.1,11.7,12.22,13.43,13.9
