dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,7051.3,7583.55,7085.96,6570.52,6283.6,6396.9,5396.5,5412.4,5158.9,4984.6,4008.1,3938.19,5993.7,6144.5
