dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,7432.0,7144.78,7538.1,8198.82,8482.1,8527.3,8813.7,8838.6,8928.0,9608.2,9526.4,9637.68,9300.7,9746.56
