dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,16.1,22.1,22.7,23.7,25.7,29.5,30.2,29.9,29.7,34.6,32.9,34.2,37.3,42.9,39.4
