dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1.9,2.1,2.6,2.8,2.4,2.7,2.9,2.6,2.8,3.3,3.2,3.2,3.2,4.2,3.7
