dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,3.11,4.43,6.93,9.15,7.78,7.35,10.74,9.07,9.6,9.31,8.4,7.38,6.56,6.34,8.42,10.95,11.95,12.63,12.44,14.1,14.34,14.08
