dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,50.95,51.29,51.67,54.77,52.5,52.03,55.17,55.76,61.59,64.77,61.47,64.92,68.5,67.63,75.64,80.51,80.33,80.7,82.26,85.64,82.52,79.53
