dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1766.0,4451.0,4031.0,7973.0,11673.0,6845.0,5695.0,8999.0,11318.0,26161.0,19329.0,24599.0,20973.0,21816.0,123970.0,156500.0,197244.0,209903.0,215488.0,230639.0,154683.46,166292.0
