dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,19692.0,25066.0,28748.0,32177.0,39079.0,46344.0,50371.0,71835.0,84049.0,112143.0,126418.0,142838.0,189076.0,188062.0,159907.0,152975.0,147238.0,153324.0,165055.0,148183.0,163896.17,176306.0
