dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2713.0,3021.0,3279.0,4182.0,4192.0,4986.0,4059.0,7773.0,9363.0,22632.0,10341.0,11281.0,14283.0,32128.0,47786.0,49187.0,63535.0,69940.0,81201.0,69932.0,73036.04,88740.0
