dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,50.37,53.06,55.74,54.05,57.27,59.3,61.67,64.71,65.52,61.77,63.34,65.07,64.92,65.14,59.28,62.13,51.06
