dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5.22,5.87,6.53,7.91,8.36,9.25,9.94,10.21,11.17,10.82,10.68,11.23,13.43,14.11,13.81,14.4,13.31,13.29,13.66,13.84,13.65,13.41
