dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1776.0,772.0,151.0,130.0,132.0,111.0,113.0,97.0,67.0,56.0,72.0,69.0,69.0,61.0,58.0,60.0,39.0,27.0,20.0,6.0,10.24,9.0
