dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,21.7,20.24,18.88,16.85,17.12,16.58,15.94,16.68,18.48,18.69,17.51,19.43,22.83,21.43,15.67,13.52,11.38,10.71,10.62,9.81,10.3,9.71
