dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,6.39,6.27,6.8,6.95,7.42,7.9,9.87,10.11,10.53,11.67,11.71,12.53,12.73,12.78,12.7,13.88,13.99,14.64,15.33,16.36,18.22,16.94
