dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,79199.0,112160.0,119462.0,181363.0,252743.0,208306.0,268812.0,271680.0,248452.0,401719.0,365903.0,372792.0,393304.0,421845.0,576432.0,540046.06,638142.0
