dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,262697.0,399402.0,452766.0,561273.0,657582.0,787554.0,978463.0,1088153.0,1103983.0,1276451.0,1298290.0,1355034.0,1435435.0,1526893.0,1709524.0,1708088.0,2158100.0
