dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,7608.0,16426.0,14385.0,19354.0,25130.0,30930.0,39454.0,45872.0,50261.0,49423.0,76217.0,85230.0,,,,,
