dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,69.0,185.0,159.0,247.0,275.0,288.0,441.0,253.0,299.0,302.0,483.0,127.0,298.0,341.0,10123.0,428.09,100.0
