dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2028.0,2249.0,2969.0,2877.0,3789.0,7897.0,4256.0,9413.0,7908.0,11868.0,12103.0,10267.0,11124.0,11050.0,11844.0,8378.0,7580.0,7780.0,5133.0,4808.0,17184.98,8136.0
