dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5802.0,7764.0,10361.0,13261.0,16938.0,22091.0,31178.0,43527.0,47903.0,70023.0,84503.0,92086.0,105456.0,112196.0,129582.0,157082.0,181001.0,209624.0,238228.0,247134.0,289878.28,307630.0
