dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,10384.0,4869.0,4393.0,1122.0
geoId-VNM,2005,9619.0,4424.0,3936.0,1259.0
geoId-VNM,2006,9433.0,3848.0,4203.0,1382.0
geoId-VNM,2007,9414.0,4064.0,4040.0,1310.0
geoId-VNM,2008,9954.0,4045.0,3653.0,2256.0
geoId-VNM,2009,8878.0,4014.0,3339.0,1525.0
geoId-VNM,2010,8526.0,3903.0,3305.0,1318.0
geoId-VNM,2011,8572.0,3996.0,3252.0,1.324
geoId-VNM,2012,8776.0,4233.0,3215.0,1328.0
geoId-VNM,2013,8876.0,4393.0,3151.0,1332.0
geoId-VNM,2014,9108.0,4627.0,3187.0,1294.0
geoId-VNM,2015,9514.0,4957.0,3206.0,1351.0
geoId-VNM,2016,9989.0,5462.0,3259.0,1268.0
geoId-VNM,2017,10780.0,5955.0,3525.0,1300.0
geoId-VNM,2018,12067.0,7000.0,3710.0,1357.0
geoId-VNM,2019,15500.0,7674.0,3808.0,4018.0
geoId-VNM,2020,16375.0,8064.0,4076.0,4235.0
geoId-VNM,2021,14593.0,8506.0,4544.0,1543.0
