dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,13423.0,9201.0,3507.0,715.0
geoId-VNM,2005,14075.0,9385.0,3889.0,801.0
geoId-VNM,2006,15417.0,10178.0,4374.0,865.0
geoId-VNM,2007,15755.0,10083.0,4675.0,997.0
geoId-VNM,2008,16441.0,10175.0,5176.0,1090.0
geoId-VNM,2009,18532.0,10701.0,6444.0,1387.0
geoId-VNM,2010,18238.0,11017.0,6033.0,1188.0
geoId-VNM,2011,18143.0,10507.0,6265.0,1371.0
geoId-VNM,2012,19682.0,11548.0,6607.0,1527.0
geoId-VNM,2013,20414.0,11707.0,7059.0,1648.0
geoId-VNM,2014,20681.0,11405.0,7585.0,1691.0
geoId-VNM,2015,20835.0,11321.0,7764.0,1750.0
geoId-VNM,2016,20865.0,11176.0,7864.0,1825.0
geoId-VNM,2017,20997.0,11001.0,7968.0,2028.0
geoId-VNM,2018,13188.0,7845.0,3803.0,1540.0
geoId-VNM,2019,19374.0,9926.0,7383.0,2065.0
geoId-VNM,2020,21965.0,11545.0,8064.0,2356.0
geoId-VNM,2021,22681.0,11982.0,8215.0,2484.0
