dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,194277.0,113332.0,64077.0,16868.0
geoId-VNM,2005,191589.0,105571.0,65094.0,20924.0
geoId-VNM,2006,189267.0,98769.0,67032.0,23466.0
geoId-VNM,2007,186927.0,94923.0,69138.0,22866.0
geoId-VNM,2008,179216.0,91841.0,66495.0,20880.0
geoId-VNM,2009,178528.0,92132.0,65366.0,21030.0
geoId-VNM,2010,177761.0,96371.0,60324.0,21066.0
geoId-VNM,2011,183015.0,100599.0,59643.0,22773.0
geoId-VNM,2012,185015.0,104201.0,60149.0,20665.0
geoId-VNM,2013,190536.0,107691.0,61966.0,20879.0
geoId-VNM,2014,194436.0,109373.0,64887.0,20176.0
geoId-VNM,2015,200746.0,112016.0,67871.0,20859.0
geoId-VNM,2016,206502.0,113800.0,71172.0,21530.0
geoId-VNM,2017,212946.0,115713.0,74540.0,22693.0
geoId-VNM,2018,220278.0,119839.0,77133.0,23306.0
geoId-VNM,2019,211116.0,123606.0,79505.0,8005.0
geoId-VNM,2020,236559.0,125704.0,82077.0,28778.0
geoId-VNM,2021,238193.0,126914.0,84568.0,26711.0
