dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,85737.0,55574.0,23419.0,6744.0
geoId-VNM,2005,88874.0,52231.0,27755.0,8888.0
geoId-VNM,2006,86360.0,50147.0,26937.0,9276.0
geoId-VNM,2007,87961.0,48685.0,28697.0,10579.0
geoId-VNM,2008,85608.0,47239.0,29569.0,8800.0
geoId-VNM,2009,91641.0,49521.0,32120.0,10000.0
geoId-VNM,2010,92656.0,51467.0,31138.0,10051.0
geoId-VNM,2011,96543.0,53307.0,31579.0,11657.0
geoId-VNM,2012,98165.0,54589.0,31584.0,11992.0
geoId-VNM,2013,100111.0,55653.0,32242.0,12216.0
geoId-VNM,2014,102399.0,55753.0,34604.0,12042.0
geoId-VNM,2015,104488.0,56268.0,35921.0,12299.0
geoId-VNM,2016,106488.0,56774.0,37342.0,12372.0
geoId-VNM,2017,108547.0,57162.0,38503.0,12882.0
geoId-VNM,2018,111456.0,59106.0,39236.0,13114.0
geoId-VNM,2019,111659.0,60498.0,39922.0,11239.0
geoId-VNM,2020,118498.0,62414.0,40965.0,15119.0
geoId-VNM,2021,122606.0,64731.0,41798.0,16077.0
