dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,3991.0,2446.0,1176.0,369.0
geoId-VNM,2005,3664.0,2266.0,1153.0,245.0
geoId-VNM,2006,3832.0,2289.0,1385.0,158.0
geoId-VNM,2007,3833.0,2238.0,1243.0,352.0
geoId-VNM,2008,3086.0,2225.0,734.0,127.0
geoId-VNM,2009,3872.0,2068.0,1468.0,336.0
geoId-VNM,2010,3859.0,2193.0,1280.0,386.0
geoId-VNM,2011,4452.0,2237.0,1784.0,431.0
geoId-VNM,2012,4022.0,2262.0,1328.0,432.0
geoId-VNM,2013,4268.0,2480.0,1364.0,424.0
geoId-VNM,2014,3996.0,2450.0,1139.0,407.0
geoId-VNM,2015,4212.0,2471.0,1300.0,441.0
geoId-VNM,2016,4178.0,2352.0,1338.0,488.0
geoId-VNM,2017,4192.0,2371.0,1386.0,435.0
geoId-VNM,2018,4638.0,2682.0,1475.0,481.0
geoId-VNM,2019,4870.0,2689.0,1625.0,556.0
geoId-VNM,2020,5146.0,2778.0,1745.0,623.0
geoId-VNM,2021,5023.0,2684.0,1690.0,649.0
