dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,31734.0,19334.0,10870.0,1530.0
geoId-VNM,2005,31805.0,17444.0,12504.0,1857.0
geoId-VNM,2006,34012.0,17444.0,13591.0,2977.0
geoId-VNM,2007,31256.0,15406.0,11595.0,4255.0
geoId-VNM,2008,24841.0,10952.0,9749.0,4140.0
geoId-VNM,2009,25865.0,11323.0,9976.0,4566.0
geoId-VNM,2010,30989.0,14526.0,11772.0,4691.0
geoId-VNM,2011,31129.0,14634.0,11424.0,5071.0
geoId-VNM,2012,30893.0,14629.0,10718.0,5546.0
geoId-VNM,2013,30606.0,14974.0,10477.0,5155.0
geoId-VNM,2014,31358.0,15789.0,10381.0,5188.0
geoId-VNM,2015,31759.0,16067.0,10443.0,5249.0
geoId-VNM,2016,32374.0,16205.0,10842.0,5327.0
geoId-VNM,2017,32717.0,16585.0,11014.0,5118.0
geoId-VNM,2018,32446.0,17003.0,11166.0,4277.0
geoId-VNM,2019,33529.0,17247.0,11562.0,4720.0
geoId-VNM,2020,34309.0,17767.0,11773.0,4769.0
geoId-VNM,2021,35405.0,18278.0,12118.0,5009.0
