dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,3607.0,1818.0,1407.0,382.0
geoId-VNM,2005,3367.0,1313.0,1509.0,545.0
geoId-VNM,2006,4048.0,1581.0,1617.0,850.0
geoId-VNM,2007,2889.0,1119.0,1134.0,636.0
geoId-VNM,2008,3446.0,1508.0,1256.0,682.0
geoId-VNM,2009,3648.0,1828.0,1128.0,692.0
geoId-VNM,2010,3857.0,1953.0,1182.0,722.0
geoId-VNM,2011,3997.0,2076.0,1300.0,621.0
geoId-VNM,2012,3864.0,2126.0,1032.0,706.0
geoId-VNM,2013,4594.0,2813.0,1154.0,627.0
geoId-VNM,2014,5279.0,2826.0,1672.0,781.0
geoId-VNM,2015,5467.0,2879.0,1778.0,810.0
geoId-VNM,2016,5452.0,2871.0,1713.0,868.0
geoId-VNM,2017,5762.0,2859.0,1928.0,975.0
geoId-VNM,2018,5935.0,2956.0,1992.0,987.0
geoId-VNM,2019,6064.0,2942.0,2060.0,1062.0
geoId-VNM,2020,6185.0,2968.0,2115.0,1102.0
geoId-VNM,2021,6100.0,2966.0,1985.0,1149.0
