dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,,,,
geoId-VNM,2005,,,,
geoId-VNM,2006,1141.0,531.0,404.0,206.0
geoId-VNM,2007,1138.0,703.0,359.0,76.0
geoId-VNM,2008,1123.0,727.0,359.0,37.0
geoId-VNM,2009,1418.0,901.0,348.0,169.0
geoId-VNM,2010,1879.0,1353.0,345.0,181.0
geoId-VNM,2011,1614.0,1075.0,453.0,86.0
geoId-VNM,2012,2368.0,1471.0,800.0,97.0
geoId-VNM,2013,2972.0,1887.0,900.0,185.0
geoId-VNM,2014,3482.0,2298.0,990.0,194.0
geoId-VNM,2015,4287.0,2875.0,1098.0,314.0
geoId-VNM,2016,5089.0,3645.0,1193.0,251.0
geoId-VNM,2017,6537.0,4774.0,1425.0,338.0
geoId-VNM,2018,9616.0,6835.0,2326.0,455.0
geoId-VNM,2019,11230.0,7926.0,2801.0,503.0
geoId-VNM,2020,12408.0,8547.0,3228.0,633.0
geoId-VNM,2021,13419.0,9104.0,3530.0,785.0
