dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,129561.0,55305.0,56184.0,18072.0
geoId-VNM,2005,123832.0,50275.0,53909.0,19648.0
geoId-VNM,2006,118233.0,46691.0,50356.0,21186.0
geoId-VNM,2007,110255.0,45349.0,45229.0,19677.0
geoId-VNM,2008,101030.0,43484.0,39208.0,18338.0
geoId-VNM,2009,94584.0,42085.0,34386.0,18113.0
geoId-VNM,2010,95804.0,44406.0,32992.0,18406.0
geoId-VNM,2011,91720.0,45118.0,29666.0,16936.0
geoId-VNM,2012,93618.0,44767.0,32203.0,16648.0
geoId-VNM,2013,97322.0,48182.0,33364.0,15776.0
geoId-VNM,2014,100767.0,50040.0,34195.0,16532.0
geoId-VNM,2015,103537.0,52254.0,34574.0,16709.0
geoId-VNM,2016,106326.0,54200.0,35351.0,16775.0
geoId-VNM,2017,110538.0,57459.0,36321.0,16758.0
geoId-VNM,2018,116986.0,61641.0,38545.0,16800.0
geoId-VNM,2019,109012.0,63144.0,39748.0,6120.0
geoId-VNM,2020,127406.0,66659.0,41919.0,18828.0
geoId-VNM,2021,130558.0,67414.0,44255.0,18889.0
