dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,,,,
geoId-VNM,2005,,,,
geoId-VNM,2006,738.0,212.0,257.0,269.0
geoId-VNM,2007,892.0,298.0,364.0,230.0
geoId-VNM,2008,9698.0,4284.0,3567.0,1847.0
geoId-VNM,2009,8751.0,4260.0,2638.0,1853.0
geoId-VNM,2010,9855.0,4965.0,3069.0,1821.0
geoId-VNM,2011,9340.0,4517.0,2997.0,1.826
geoId-VNM,2012,10932.0,5772.0,3408.0,1752.0
geoId-VNM,2013,15541.0,6049.0,3711.0,5781.0
geoId-VNM,2014,11947.0,5802.0,4306.0,1839.0
geoId-VNM,2015,12813.0,6489.0,4435.0,1889.0
geoId-VNM,2016,14121.0,6995.0,4877.0,2249.0
geoId-VNM,2017,15445.0,7812.0,5272.0,2361.0
geoId-VNM,2018,18531.0,9633.0,5762.0,3136.0
geoId-VNM,2019,22161.0,10942.0,6059.0,5160.0
geoId-VNM,2020,24089.0,12179.0,6460.0,5450.0
geoId-VNM,2021,26362.0,13771.0,7785.0,4806.0
