dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,29590.0,16009.0,10260.0,3321.0
geoId-VNM,2005,29018.0,15074.0,10088.0,3856.0
geoId-VNM,2006,27927.0,16678.0,9884.0,1365.0
geoId-VNM,2007,28291.0,13488.0,10782.0,4021.0
geoId-VNM,2008,27815.0,13325.0,10648.0,3842.0
geoId-VNM,2009,26790.0,12662.0,10305.0,3823.0
geoId-VNM,2010,27449.0,12825.0,9984.0,4640.0
geoId-VNM,2011,29526.0,15788.0,9831.0,3.907
geoId-VNM,2012,26078.0,12506.0,9688.0,3884.0
geoId-VNM,2013,26673.0,13314.0,9639.0,3720.0
geoId-VNM,2014,26189.0,13516.0,8758.0,3915.0
geoId-VNM,2015,27415.0,13859.0,9715.0,3841.0
geoId-VNM,2016,28021.0,14385.0,9777.0,3859.0
geoId-VNM,2017,28944.0,15094.0,10059.0,3791.0
geoId-VNM,2018,28248.0,14657.0,10022.0,3569.0
geoId-VNM,2019,27644.0,16957.0,10630.0,57.0
geoId-VNM,2020,29153.0,17956.0,11127.0,70.0
geoId-VNM,2021,34586.0,18587.0,11668.0,4331.0
