dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,42220.0,21563.0,14545.0,6112.0
geoId-VNM,2005,35297.0,20279.0,10259.0,4759.0
geoId-VNM,2006,42480.0,22566.0,14739.0,5175.0
geoId-VNM,2007,37253.0,17924.0,13454.0,5875.0
geoId-VNM,2008,40029.0,20459.0,14347.0,5223.0
geoId-VNM,2009,56362.0,27453.0,19709.0,9200.0
geoId-VNM,2010,60697.0,29414.0,21065.0,10218.0
geoId-VNM,2011,61482.0,27393.0,22502.0,11587.0
geoId-VNM,2012,66526.0,28815.0,23204.0,14507.0
geoId-VNM,2013,66573.0,29701.0,24180.0,12692.0
geoId-VNM,2014,67457.0,30555.0,24725.0,12177.0
geoId-VNM,2015,68217.0,31429.0,23934.0,12854.0
geoId-VNM,2016,72108.0,31371.0,25612.0,15125.0
geoId-VNM,2017,70239.0,31903.0,24649.0,13687.0
geoId-VNM,2018,71710.0,33719.0,24918.0,13073.0
geoId-VNM,2019,71606.0,33534.0,25058.0,13014.0
geoId-VNM,2020,72083.0,33516.0,25495.0,13072.0
geoId-VNM,2021,70618.0,33369.0,24555.0,12694.0
