dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,27938.0,17718.0,8078.0,2142.0
geoId-VNM,2005,28103.0,17038.0,8488.0,2577.0
geoId-VNM,2006,28734.0,16569.0,8994.0,3171.0
geoId-VNM,2007,28854.0,16750.0,8910.0,3194.0
geoId-VNM,2008,28501.0,16309.0,9215.0,2977.0
geoId-VNM,2009,28254.0,16235.0,8575.0,3444.0
geoId-VNM,2010,27714.0,16044.0,7631.0,4039.0
geoId-VNM,2011,29343.0,16281.0,9112.0,3950.0
geoId-VNM,2012,28772.0,15884.0,9124.0,3764.0
geoId-VNM,2013,29060.0,15814.0,9327.0,3919.0
geoId-VNM,2014,29079.0,15907.0,9421.0,3751.0
geoId-VNM,2015,29251.0,16085.0,9342.0,3824.0
geoId-VNM,2016,29157.0,15940.0,9464.0,3753.0
geoId-VNM,2017,29419.0,16140.0,9513.0,3766.0
geoId-VNM,2018,29254.0,16824.0,8795.0,3635.0
geoId-VNM,2019,30328.0,17185.0,9558.0,3585.0
geoId-VNM,2020,30957.0,17270.0,10050.0,3637.0
geoId-VNM,2021,31880.0,18056.0,10068.0,3756.0
