dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,,,,
geoId-VNM,2005,,,,
geoId-VNM,2006,,,,
geoId-VNM,2007,,,,
geoId-VNM,2008,,,,
geoId-VNM,2009,,,,
geoId-VNM,2010,,,,
geoId-VNM,2011,,,,
geoId-VNM,2012,,,,
geoId-VNM,2013,,,,
geoId-VNM,2014,,,,
geoId-VNM,2015,,,,
geoId-VNM,2016,,,,
geoId-VNM,2017,,,,
geoId-VNM,2018,230912.0,137792.0,71941.0,21179.0
geoId-VNM,2019,239743.0,142070.0,74405.0,23268.0
geoId-VNM,2020,247700.0,144077.0,78259.0,25364.0
geoId-VNM,2021,245367.0,141304.0,77031.0,27032.0
