dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,7863.0,4830.0,2471.0,562.0
geoId-VNM,2005,6841.0,3360.0,2838.0,643.0
geoId-VNM,2006,7749.0,4088.0,2792.0,869.0
geoId-VNM,2007,7523.0,3537.0,3041.0,945.0
geoId-VNM,2008,7159.0,3387.0,2709.0,1063.0
geoId-VNM,2009,7249.0,3349.0,2789.0,1111.0
geoId-VNM,2010,7117.0,3460.0,2537.0,1120.0
geoId-VNM,2011,7711.0,3545.0,2577.0,1589.0
geoId-VNM,2012,7158.0,3669.0,2271.0,1218.0
geoId-VNM,2013,7169.0,3826.0,2197.0,1146.0
geoId-VNM,2014,7465.0,3934.0,2345.0,1186.0
geoId-VNM,2015,7613.0,4053.0,2457.0,1103.0
geoId-VNM,2016,7811.0,4131.0,2538.0,1142.0
geoId-VNM,2017,8014.0,4199.0,2719.0,1096.0
geoId-VNM,2018,8333.0,4383.0,2843.0,1107.0
geoId-VNM,2019,8564.0,4481.0,2882.0,1201.0
geoId-VNM,2020,8925.0,4645.0,3005.0,1275.0
geoId-VNM,2021,9101.0,4733.0,3017.0,1351.0
