dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,53075.0,38091.0,13194.0,1790.0
geoId-VNM,2005,57362.0,40309.0,14738.0,2315.0
geoId-VNM,2006,56163.0,35991.0,17252.0,2920.0
geoId-VNM,2007,62046.0,40140.0,18393.0,3513.0
geoId-VNM,2008,63101.0,38726.0,20629.0,3746.0
geoId-VNM,2009,63801.0,39397.0,21683.0,2721.0
geoId-VNM,2010,67585.0,40321.0,23348.0,3916.0
geoId-VNM,2011,70461.0,41832.0,24115.0,4514.0
geoId-VNM,2012,73578.0,43525.0,24939.0,5114.0
geoId-VNM,2013,76826.0,45332.0,25488.0,6006.0
geoId-VNM,2014,79845.0,46334.0,26838.0,6673.0
geoId-VNM,2015,82897.0,47075.0,28711.0,7111.0
geoId-VNM,2016,85033.0,47937.0,29839.0,7257.0
geoId-VNM,2017,87436.0,48197.0,31770.0,7469.0
geoId-VNM,2018,89775.0,49120.0,32935.0,7720.0
geoId-VNM,2019,102418.0,49769.0,33651.0,18998.0
geoId-VNM,2020,93469.0,50015.0,34774.0,8680.0
geoId-VNM,2021,94267.0,49847.0,35239.0,9181.0
