dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,11960.0,6774.0,3728.0,1458.0
geoId-VNM,2005,11526.0,6391.0,3638.0,1497.0
geoId-VNM,2006,15683.0,10117.0,3854.0,1712.0
geoId-VNM,2007,12161.0,5490.0,3902.0,2769.0
geoId-VNM,2008,6906.0,1532.0,3812.0,1562.0
geoId-VNM,2009,10715.0,5379.0,3713.0,1623.0
geoId-VNM,2010,10824.0,5500.0,3539.0,1785.0
geoId-VNM,2011,12431.0,6838.0,3509.0,2084.0
geoId-VNM,2012,10973.0,5356.0,3547.0,2070.0
geoId-VNM,2013,10975.0,5375.0,3576.0,2024.0
geoId-VNM,2014,10492.0,5156.0,3514.0,1822.0
geoId-VNM,2015,10272.0,5021.0,3541.0,1710.0
geoId-VNM,2016,10340.0,5020.0,3596.0,1724.0
geoId-VNM,2017,10417.0,5141.0,3568.0,1708.0
geoId-VNM,2018,10198.0,5315.0,3262.0,1621.0
geoId-VNM,2019,10183.0,5533.0,3214.0,1436.0
geoId-VNM,2020,10154.0,5601.0,3054.0,1499.0
geoId-VNM,2021,9595.0,5806.0,2355.0,1434.0
