dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,128955.0,82970.0,35587.0,10398.0
geoId-VNM,2005,128881.0,79243.0,38618.0,11020.0
geoId-VNM,2006,123248.0,71524.0,40820.0,10904.0
geoId-VNM,2007,122394.0,69108.0,41904.0,11382.0
geoId-VNM,2008,122528.0,68404.0,42282.0,11842.0
geoId-VNM,2009,121156.0,66250.0,42797.0,12109.0
geoId-VNM,2010,120410.0,67328.0,41230.0,11852.0
geoId-VNM,2011,116674.0,63003.0,41029.0,12642.0
geoId-VNM,2012,125427.0,70449.0,42191.0,12787.0
geoId-VNM,2013,124855.0,72496.0,41747.0,10612.0
geoId-VNM,2014,127969.0,71900.0,42757.0,13312.0
geoId-VNM,2015,135104.0,78764.0,43238.0,13102.0
geoId-VNM,2016,138872.0,81689.0,44646.0,12537.0
geoId-VNM,2017,142097.0,83647.0,45997.0,12453.0
geoId-VNM,2018,145896.0,86877.0,46918.0,12101.0
geoId-VNM,2019,151525.0,89704.0,49350.0,12471.0
geoId-VNM,2020,158812.0,91858.0,53688.0,13266.0
geoId-VNM,2021,165834.0,93793.0,57399.0,14642.0
