dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,,,,
geoId-VNM,2005,,,,
geoId-VNM,2006,,,,
geoId-VNM,2007,,,,
geoId-VNM,2008,,,,
geoId-VNM,2009,,,,
geoId-VNM,2010,,,,
geoId-VNM,2011,,,,
geoId-VNM,2012,,,,
geoId-VNM,2013,,,,
geoId-VNM,2014,,,,
geoId-VNM,2015,,,,
geoId-VNM,2016,,,,
geoId-VNM,2017,,,,
geoId-VNM,2018,432325.0,254810.0,140254.0,37261.0
geoId-VNM,2019,444835.0,260025.0,144920.0,39890.0
geoId-VNM,2020,459835.0,267937.0,150798.0,41100.0
geoId-VNM,2021,470648.0,272914.0,154947.0,42787.0
