dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,90.52,100.59,112.89,109.48,108.91,115.02,149.16,104.57,112.95,122.8,103.26,97.86,103.8,98.94,101.65,101.61,103.71,100.46,104.51,105.0,102.44
