dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,102.88,113.15,113.82,105.38,104.89,105.12,108.87,106.1,103.44,105.65,116.34,145.63,105.36,102.14,128.52,142.29,110.82,103.84,102.15,100.2,100.4
