dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,102.58,102.92,105.08,105.79,106.12,107.72,113.17,111.33,111.68,112.0,110.68,107.0,104.0,102.89,102.17,102.14,102.44,102.67,102.89,101.5,102.36
