dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,,,,109.68,,105.28,122.35,98.66,112.0,115.97,108.22,104.49,101.61,88.08,92.69,106.8,106.38,98.96,88.8,110.52,111.27
