dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,101.13,99.09,101.53,101.58,103.0,103.18,105.87,105.7,103.59,107.57,105.64,103.9,102.41,101.64,101.52,100.86,101.31,101.83,98.77,99.09,103.1
