dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,,,,,,106.2,,106.8,111.9,115.9,107.9,116.1,104.1,104.9,109.4,91.69,107.26,104.24,100.71,98.95,104.82
