dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,106.7,111.1,107.6,103.4,119.1,101.9,109.9,105.1,108.1,114.7,107.2,112.8,104.2,104.5,99.8,105.98,104.6,103.02,97.76,99.75,104.71
