dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,,,,,,28.1,,30.8,32.4,36.8,39.2,43.0,44.9,46.7,42.3,36.9,37.73,38.44,36.5,36.71,38.4
