dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,30.0,23.0,23.0,27.0,29.0,34.0,47.0,64.0,71.0,77.0,80.0,82.0,81.0,85.0,89.0,60.0,65.0,65.0,65.0,65.0,66.0
