dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,100.0,88.1,114.6,111.8,106.5,113.0,113.5,106.5,104.5,107.5,120.9,113.2,110.9,105.6,101.2,102.5,100.9,100.9,100.9,101.2,102.52,104.29,100.59,100.58,100.0,102.33
