dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,58.5,78.5,74.1,103.4,113.6,149.9,157.5,152.6,152.6,180.8,195.0,216.5,215.2,208.7,223.9,278.3,334.5,357.2,350.6,377.9,307.76,280.67,302.68,266.97,218.25,209.03
