dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,254.6,423.4,331.9,342.3,404.2,227.1,211.9,222.6,203.0,227.9,121.8,0.7,200.9
