dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,334.0,361.1,409.4,399.0,389.0,438.7,507.3,616.2,714.1,926.7,196.7,11.1,126.2
