dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,18761.0,29214.0,38025.0,40557.0,56129.0,72423.0,89172.0,109093.0,123120.0,132843.0,118169.0,128080.0,,,,,
